515258,"ASALAMUALAKIUM SAMEER",892,
515259,"Laughed at “Why is this the only message I received ”",1047,
515260,"Salaam friend!!! ",1047,
515261,"Umrah Mubarak!!!!",892,
515271,"Loved “Salaam friend!!! ”",0,
515272,"Loved “Umrah Mubarak!!!!”",0,
515273,"Removed a heart from “ASALAMUALAKIUM SAMEER”",0,
515274,"Salam salam everyone! Please fill out the doodle poll for an exit interview timing this week",892,
515275,https://doodle.com/meeting/participate/id/oeEMLNve,892,
515277,"Wait guys only choose one slot",892,
515278,Whoops,1243,
515279,"I made the poll to where if someone chooses a slot then another person can’t choose it ",892,
515280,"So there’s no confusion ",892,
515283,"haha no worries can u go back and change it please",892,
515284,"Liked “haha no worries can u go back and change it please”",1243,
515287,"Salam sameer, Umrah Mubarak!!!! May Allah accept, Ameen Ameen ",1245,
515295,"Loved “Salam sameer, Umrah Mubarak!!!! May Allah accept, Ameen Ameen ”",0,
515296,"Loved “Salam sameer, Umrah Mubarak!!!! May Allah accept, Ameen Ameen ”",1047,
515301,"Emphasized “Salam sameer, Umrah Mubarak!!!! May Allah accept, Ameen Ameen ”",1242,
515302,"Loved “Salam salam everyone! Please fill out the doodle poll for an exit interview timing this week”",1242,
515303,"Assalamu Alaykum sameer bhai ‼️",1091,
515314,"ARSHIYA mean mugging in the MSA hype video 💀😭",1091,
515315,"YESSS ",892,
515316,"U know the basketball court at the end of it",1243,
515317,"That’s champions right",1243,
515318,"I screenshot it too bc her face is amazing  ",892,
515319,"yee moh and saad from spring ",892,
515320,"I was so confused why they were there for a ut video",1243,
515321,"Laughed at “ARSHIYA mean mugging in the MSA hype video 💀😭”",1242,
515322,"Laughed at “I screenshot it too bc her face is amazing  ”",1242,
515323,"Hehehehe they told me to do it it was not by my choice",1242,
515324,"Loved “ARSHIYA mean mugging in the MSA hype video 💀😭”",1047,
515326,"Laughed at “That’s champions right”",1047,
515325,"It was a jumpscare ",1047,
515328,"I’m sure u scared off the other schools",1091,
515327,"Laughed at “I’m sure u scared off the other schools”",1242,
515329," it legit was. The traumatic memories of random aunties scolding me in that gym came back 💀",1243,
515330,"Laughed at “I’m sure u scared off the other schools”",892,
515331,"Emphasized “It was a jumpscare ”",892,
515333,"Musab you copied my comment on the hype video ",892,
515334,"be original pls ✋🏼",892,
515335,"bro i did not read the other comments",1091,
515336,"Everyone go like musabs ",1047,
515337,"Ratio farhana ",1047,
515338,"what the HELL ",892,
515339,"did yall watch the other schools hype videos? they were MIDDD",1091,
515340,"Loved “Everyone go like musabs ”",1091,
515341,"I did not ",1047,
515342,"Who even follows other schools ❤️",1047,
515343,"i commented ratio under her comment, like that pls",1091,
515344,"I hate you all",892,
515345,"Laughed at “Who even follows other schools ❤️”",1243,
515346,"i do not follow, haris showed me the competition",1091,
515347,"its just uh and tamu and they were straight dookie",1091,
515348,"Laughed at “its just uh and tamu and they were straight dookie”",892,
515349,"Let’s be nice 😡",1245,
515350,"dookie was a better word than I would’ve used Raisa ",1047,
515351,"RAISA watch them and let me know if i was too harsh",1091,
515352,"Ngl, I thought UH had a sick video ",1245,
515353,"like i fr fr did ",1245,
515354,hmmmmmmmm,1047,
515355,"😐",1245,
515356,"I mean, gotta hand it to haris, that was amazing ",1245,
515359,"idk if this is gross but my moms car still smells like Starbucks from the coffee traveller that tipped over during DI",1047,
515360,"Disliked “Ngl, I thought UH had a sick video ”",1091,
515361,"My dad just asked about it lol",1047,
515362,"Laughed at “Let’s be nice 😡”",1242,
515363,Lolllll,1245,
515364,"Laughed at “be original pls ✋🏼”",1242,
515365,"I thought UH Video was pretty good until I saw ours ",0,
515366,"Is it a pleasant coffee smell or nasty ",1245,
515367,"Laughed at “Ratio farhana ”",1242,
515368,"Laughed at “what the HELL ”",1242,
515369,"Liked “i commented ratio under her comment, like that pls”",1242,
515370,"Emphasized “I thought UH Video was pretty good until I saw ours ”",1242,
515371,"Emphasized “I thought UH Video was pretty good until I saw ours ”",1047,
515372,"No ours is crazy mA ",1245,
515373,"Key word until 🙏🏼🙏🏼🙏🏼",1047,
515374,"I just didn’t think theirs was bad 😀",1245,
515375,"I haven’t seen theres",892,
515376,"Theirs ^",892,
515377,"Emphasized “I just didn’t think theirs was bad 😀”",0,
515378,"it’s not bad but if you don’t like coffee it’s not a vibe ",1047,
515379,"No they are good videos ",0,
515384,"Tamus was good too",1242,
515385,Lolll,1245,
515386,"TAMUS is actually really GoodNotes",0,
515380,Good*,0,
515387,"I didn’t see theirs ",1245,
515388,"Tamu is actually better than ours ",0,
515381,"Emphasized “TAMUS is actually really GoodNotes”",1242,
515382,"MUSAB ",1245,
515383,"DELETE UR COMMENT ON TAMU POST RN ",1245,
515389,"don’t start beef fam ",1245,
515392,"and Subhaan 🤦🏽‍♀️",1245,
515390,"is this allowed yall ",1245,
515393,"showdown really stressing me out ",1245,
515391,"what even is their video man",1091,
515394,"its just background screaming",1091,
515395,"I mean it’s cool ",0,
515396,"Bro pls we gonna lose sportmanship points ",892,
515397,"It tells a story ",0,
515398,"Emphasized “Bro pls we gonna lose sportmanship points ”",1245,
515399,"oh wait actually?",1091,
515400,"There is sportmanship points ",0,
515401,"what story? sister took a nap",1091,
515402,"Farhana is the only person who has been to showdown ",0,
515403,"I think it has something to do with A&M ",0,
515404,Homie,1245,
515405,"Laughed at “what story? sister took a nap”",892,
515406,"yeee if you’re not nice to the other schools we lose points ",892,
515407,"Im on ft w manee and nidaa and they said its fine",1242,
515408,"Loved “Im on ft w manee and nidaa and they said its fine”",1091,
515409,"But idk if it’s w video",892,
515410,"But the days of Showdown you gotta be nice ",892,
515411,"me not feeling the competitive vibe 💁🏽‍♀️",1245,
515412,"bc that’s why we came 5th my freshman year 😭😭",892,
515413,"Loved “No they are good videos ”",892,
515414,"i will not bully anyone, i cant run if anything happens 😃",1091,
515415,"Laughed at “i will not bully anyone, i cant run if anything happens 😃”",0,
515416,"Lowkey I liked tamu video lolol",892,
515417,"Laughed at “i will not bully anyone, i cant run if anything happens 😃”",892,
515418,"Yeah i rewatched tamus vidoe ",0,
515419,"Laughed at “i will not bully anyone, i cant run if anything happens 😃”",1243,
515420,"the way I forgot you had acl problems the day of di ",892,
515421,"It’s really good ",0,
515422,"Laughed at “i will not bully anyone, i cant run if anything happens 😃”",1242,
515423,"and made you run up and down the Union ",892,
515424,"Loved “DELETE UR COMMENT ON TAMU POST RN ”",892,
515425,"It has much more cinematic shots and really good cuts ",0,
515426,"Laughed at “i will not bully anyone, i cant run if anything happens 😃”",1245,
515427,"bro we should write all this down on a piece of paper !",1304,
515428,"Are all of y’all going to showdown ",1245,
515429,"no bro the cuts are off from the audio and half the video is black screen",1091,
515430,"Laughed at “the way I forgot you had acl problems the day of di ”",1091,
515431,"Musab u don’t understand ",0,
515432,"Our video ",0,
515433,"Is not a video ",0,
515434,"It’s “AUSTIN 4k drone shots”",0,
515435,"Questioned “Is not a video ”",1091,
515436,"Wait I thought the wordle was paper so I was trying to troll but it isn’t",1304,
515437,"It looks sick but idk if that’s like the showdown thing u know ",0,
515438,"Raisa I’m not driving you anymore ",892,
515439,"Don’t they judge on creativity ",0,
515440,"How are you gonna like Musab’s comment but not mine ",892,
515444,"Khadeja I thought we were friends ",892,
515445,"hehehehe ",1245,
515446,"oh yeah idk what is like more showdown points or whatever, but our video was more hype",1091,
515447,"Oza you and I were never friends so I expected this ",892,
515448,"bc of arshiya mean mug ofc",1091,
515449,"Laughed at “Oza you and I were never friends so I expected this ”",1245,
515450,"I like how tamus incorporated the theme with the candle",1243,
515451,"Loved “How are you gonna like Musab’s comment but not mine ”",1091,
515452,"I’m gonna go ahead and ratio this message ",1304,
515453,"Loved “showdown really stressing me out ”",1047,
515454,"Loved “I’m gonna go ahead and ratio this message ”",1304,
515455,"Loved “I’m gonna go ahead and ratio this message ”",1091,
515456,"Laughed at “Farhana is the only person who has been to showdown ”",1047,
515457,"Ooohh Saarahs artistic criterion ",1245,
515458,"Laughed at “i will not bully anyone, i cant run if anything happens 😃”",1047,
515459,"Laughed at “Ooohh Saarahs artistic criterion ”",1243,
515460,"Loved “I’m gonna go ahead and ratio this message ”",1245,
515461,"Loved “I’m gonna go ahead and ratio this message ”",1243,
515462,"Yeah for the record we lost purely based on sportsmanship points showdown 2019 :)",1047,
515463,"Laughed at “bc of arshiya mean mug ofc”",1242,
515464,"Laughed at “Ooohh Saarahs artistic criterion ”",1047,
515465,"Loved “I’m gonna go ahead and ratio this message ”",1047,
515466,"That’s the UT I love ",0,
515467,"Laughed at “bc of arshiya mean mug ofc”",892,
515468,"Laughed at “Ooohh Saarahs artistic criterion ”",892,
515469,"I’m routing for texas tech ",0,
515470,"Emphasized “Yeah for the record we lost purely based on sportsmanship points showdown 2019 :)”",892,
515471,"Laughed at “That’s the UT I love ”",1047,
515472,"How long will it take u to get there sameer 🤣🤣🤣",1245,
515473,"Good one gire ",1047,
515474,"👏🏼 ",1047,
515475,"heheheheh ",1245,
515476,"You all suck",892,
515477,"Khadeja you can handle exit interviews ❤️",892,
515478,"Loved “That’s the UT I love ”",1091,
515479,"that being said pls fill out the doodle poll ",892,
515480,"😛",1047,
515481,https://doodle.com/meeting/participate/id/oeEMLNve,1047,
515482,"ratio this ",1245,
515483,"Laughed at “ratio this ”",1047,
515826,"Removed a laugh from “ratio this ”",1245,
515486,"Loved “ratio this ”",1091,
515487,"one more ratio and I’m leaving the gc",892,
515488,"I know YALL gonna say it too",892,
515489,"little buttheads ",892,
515490,"farhana, check ig. ratio has been established",1091,
515491,"Next to step is to reply to Farhanas comments w Ls",1304,
515492,"major L bozo 🤡",1091,
515493,"L chains ",1304,
515494,"Laughed at “Next to step is to reply to Farhanas comments w Ls”",1091,
515496,"sister farhana left the chat ",1245,
515497,"she trying the hack rn",1091,
515498,"Guys ",0,
515500,"Momin trying to explain to me what redacted means ",0,
515501,"What do redacted  ",0,
515502,"Arshiya Bro you UNLIKED MY MESSAGE",892,
515503,"Laughed at “Arshiya Bro you UNLIKED MY MESSAGE”",1091,
515505,"Laughed at “Arshiya Bro you UNLIKED MY MESSAGE”",1047,
515506,"NEW PHONE WHO DIS",1242,
515507,"comment ^",892,
515508,"🤭",1047,
515509,Ruthless,1047,
515510,"why do y’all bully me the most ",892,
515511,"the meanest is Saarah tbh ",892,
515512,"Laughed at “NEW PHONE WHO DIS”",1091,
515513,Pardon???,1243,
515514,"Laughed at “Pardon???”",1091,
515515,"When hv I ever been a bully 🤧",1243,
515516,"girl do not get me started",892,
515517,"saarah got caught in crossfire 💀",1091,
515518,"😱😔I’m being falsely accused",1243,
515521,"This is farhana pent up anger because of the tote bag painting",1243,
515522,"who else unliked my comment ",892,
515523,"IBRAHIM CHAUDHRY ",892,
515524,"Laughed at “IBRAHIM CHAUDHRY ”",1091,
515526,"what a legend",1091,
515527,"Memorize Quran sunnah ",892,
515528,"Sameer that’s you isn’t it",892,
515529,"yes I’m refreshing each min to see who like your comment Musab",892,
515530,"Emphasized “Sameer that’s you isn’t it”",1047,
515531,"She’s making a hit list",1047,
515532,"Laughed at “IBRAHIM CHAUDHRY ”",1047,
515533,"Laughed at “She’s making a hit list”",1242,
515534,"Laughed at “This is farhana pent up anger because of the tote bag painting”",1047,
515535,"Disliked “Sameer that’s you isn’t it”",0,
515536,"We ain’t living past this Ramadan ",1047,
515537,"Laughed at “She’s making a hit list”",1243,
515538,"Laughed at “She’s making a hit list”",0,
515539,"no duas for you guys this Ramadan ",892,
515540,"only for mariam ",892,
515541,"R we having another group meetings ",0,
515542,"Cuz I got gifts for y’all ",0,
515544,"you know I made gifts for y’all too",892,
515545,"but no one is getting it now",892,
515546,"except Mariam ",892,
515547,"Loved “yes I’m refreshing each min to see who like your comment Musab”",1091,
515548,"woah woah calm down there jamal",1091,
515549,"Emphasized “Cuz I got gifts for y’all ”",1091,
515550,Jazakallah!!,1243,
515553,"Emphasized “woah woah calm down there jamal”",1242,
515554,"Farhana, u did this one to urself ",1245,
515555,"Laughed at “Farhana, u did this one to urself ”",1242,
515556,"don’t speak raisa",892,
515557,"wow ",1245,
515558,"￼2x ratio has been achieved",1091,
515559,"is this your only accomplishment in life",892,
515560,"Liked “is this your only accomplishment in life”",1091,
515561,"you liked your own comment…",892,
515562,"Liked “2x ratio has been achieved”",1091,
515563,"yall cyber bullying me rn",892,
515564,"gonna delete the comment 🏃🏻‍♀️",892,
515565,"I’m back at 12 without my own like",1091,
515566,"someone unliked my comment again",892,
515567,"Mustafa 😪😪",892,
515568,"Loved “Mustafa 😪😪”",1091,
515569,"What a legend",1091,
515570,"I’m deleting my comment ",892,
515571,"Disliked “I’m deleting my comment ”",1091,
515572,"Disliked “I’m deleting my comment ”",1242,
515573,"She scared 🥱",1091,
515574,"No dont do that its helping the ig algorithm w that many comments under urs",1242,
515575,"Emphasized “No dont do that its helping the ig algorithm w that many comments under urs”",1091,
515576,"Oh when can we get the books imam suleiman sent?",1243,
515577,"Disliked “I’m deleting my comment ”",1245,
515578,"No bullying zone ",1245,
515579,"I used my art account too musab",1242,
515580,"Loved “Cuz I got gifts for y’all ”",1047,
515581,"Laughed at “woah woah calm down there jamal”",1047,
515582,"Emphasized “wow ”",1047,
515583,"Emphasized “What a legend”",1047,
515584,"Emphasized “No dont do that its helping the ig algorithm w that many comments under urs”",1047,
515585,"Think of the ummah 🙏🏼🙏🏼🙏🏼",1047,
515586,"IMMa go like from the psc account",1047,
515587,"Loved “IMMa go like from the psc account”",1091,
515588,"Loved “I used my art account too musab”",1091,
515589,"Emphasized “Think of the ummah 🙏🏼🙏🏼🙏🏼”",1242,
515590,"￼",1047,
515591,"Loved an image",1091,
515592,"Well to switch up the convo ",1245,
515593,"how was everyone’s break ",1245,
515594,"Restful 👍🏽",1091,
515595,"LMAO THE TEXASMSA ACCT LIKED HIS RATIO TOO",1242,
515596,"And unliked hers 😭",1091,
515600,"Wordle 274 2/6

⬜⬜🟨⬜🟩
🟩🟩🟩🟩🟩",1047,
515601,"💼 ⬆️ ",1047,
515602,"And whoever strives ˹in Allah’s cause˺, only does so for their own good. Surely Allah is not in need of ˹any of˺ His creation. — Dr. Mustafa Khattab, the Clear Quran

This was from todays quranle but I thought it was a nice reminder, 29:6 Al Ankabut ",1047,
515612,"Loved “And whoever strives ˹in Allah’s cause˺, only does so for their own good. Surely Allah is not in need of ˹any of˺ His creation. — Dr. Mustafa Khattab, the Clear Quran

This was from todays quranle but I thought it was a nice reminder, 29:6 Al Ankabut ”",1091,
515613,"Loved “And whoever strives ˹in Allah’s cause˺, only does so for their own good. Surely Allah is not in need of ˹any of˺ His creation. — Dr. Mustafa Khattab, the Clear Quran

This was from todays quranle but I thought it was a nice reminder, 29:6 Al Ankabut ”",0,
515691,"salam folks, so are we gonna book club 👀",1245,
515692,"personally idk if it’s worth it to renew my Netflix subscription 🤦",1304,
515693,"Questioned “personally idk if it’s worth it to renew my Netflix subscription 🤦”",1047,
515694,"Wa ʿalaykumu s-salam book club for sure for sure ",1047,
515695,"Dont do it for Ramadan ",1245,
515696,"We’ll give y’all your books at the exit interviews iA",1047,
515697,"Loved “Wa ʿalaykumu s-salam book club for sure for sure ”",1245,
515698,"Emphasized “Dont do it for Ramadan ”",1047,
515699,"I was debating deleting Spotify but I like it for recitations ",1047,
515700,"acrually ur right raisa I should renew my worship instead of Netflix ",1304,
515701,"That’s the spirit mA ",1245,
515702,"Instead of book club ",0,
515703,"Writing club ",0,
515704,"Keep Spotify for podcasts ",892,
515705,"And nasheeds ",892,
515706,"bruh whatever you do make to sure to renew Spotify ",1304,
515707," I like Apple podcast more than Spotify ",0,
515708,"Perf then make sure to renew Apple podcasts ",1304,
515709,"Podcasts: Qalam, Omar Suleiman, ARM",892,
515710,"on what ",1245,
515711,"Creative writing ",0,
515712,"If we do a book club I want y’all to be super reflective",0,
515713,"Like Sameer AOT reflective ",0,
515714,"So down to be reflective and renewable ",1304,
515715,"Yeah like we could read, and then reflect ",1245,
515716,"Crazy I woke up thinking this same exact thing",1047,
515717,"Renewable resources ",1245,
515718,"Loved “personally idk if it’s worth it to renew my Netflix subscription 🤦”",1091,
515719,"Liked “acrually ur right raisa I should renew my worship instead of Netflix ”",1091,
515720,"y’all got Spotify nasheed playlists? ",1091,
515721,"Drop them rn rn",1047,
515722,"￼",0,
515723,"Been meaning to read this ",0,
515724,"Or these books are good too ",0,
515725,"￼￼￼￼",0,
515727,"Bro I watched the sense and sensibility play on Friday",1304,
515728,"How was it ",0,
515729,"Liked “y’all got Spotify nasheed playlists? ”",892,
515730,"I’m a huge fan of Dostoevsky esp since he comes from a religious background ",0,
515731,"So I’m down to re-read crime and punishment ",0,
515732,"Also ",0,
515733,"If we do shamial I was talking to ANJ and he said not to do it urself ",0,
515735,"And follow along with the qalam podcast he made a while ago ",0,
515734,"O I AM ALSO VERY VERY DOWN TO RE READ ISLAM AND THE WORLD ",0,
515736,"That book is life changing ",0,
515737,"I like the excitement ",1245,
515738,"Guys don’t get me excited than then leave :( ",0,
515739,"Aren’t we just gonna read the books Imam Suleiman sent ",1245,
515740,"But I’m down to read other books too, just gotta figure out how to get them quick ",1245,
515741,"Ooo that book is not really a book club vibe ",0,
515742,"It’s 114 ways to memorize the Quran ",0,
515743,"I don’t think it’s like a very reflective book if u catch my drift ",0,
515745,"Ohhh gotcha ",1245,
515747,"But def could be wrong on that ",0,
515749,"Zlibrary for online versions for free",1243,
515750,"Loved “Zlibrary for online versions for free”",1245,
515752,https://youtu.be/Y1Lfn3cZPAc,0,
515753,"This y’all ",0,
515754,"Sameer I am fully engaged man ",1245,
515755,"Loved “Sameer I am fully engaged man ”",0,
515757,"I want to do either Islam and the world or sense and sensibility ",1243,
515758,"Let’s do Islamic books bc Ramadan ",1245,
515759,"I’m actually Thinking reading a secular book because it’s Ramadan ",0,
515767,"Laughed at “This y’all ”",1047,
515845,"Emphasized “Crazy I woke up thinking this same exact thing”",1304,
515846,"I’m down to read either, I just want it to be a book that trips up my perspective ",1243,
514518,,1047,
514552,,892,
514558,,1047,
514569,,1047,
514629,,1047,
515047,,1091,
515117,,1091,
515119,,1091,
515256,,1152,
515495,,892,
515499,,1304,
515519,,892,
515520,,1243,
515552,,1242,
515822,,1245,
515823,,1245,
515824,,1245,
515827,,1245,
515867,"Does my thobe look like a blanket hoodie ",0,
515869,"Liked “Does my thobe look like a blanket hoodie ”",1091,
515868,"Looks 10/10 v comfy",1091,
515895,https://www.quordle.com/#/,0,
515896,"Brain cannot handle ",0,
515900,"Wordle 275 2/6

⬛⬛⬛🟨🟩
🟩🟩🟩🟩🟩",1244,
515901,"Daily Quordle #56
3️⃣5️⃣
6️⃣8️⃣
quordle.com
⬜🟨⬜⬜🟩 ⬜🟨⬜🟨⬜
⬜🟨🟨🟨⬜ ⬜⬜🟩⬜🟩
🟩🟩🟩🟩🟩 ⬜⬜⬜🟨⬜
⬛⬛⬛⬛⬛ 🟩🟩⬜⬜🟩
⬛⬛⬛⬛⬛ 🟩🟩🟩🟩🟩

⬜⬜⬜⬜🟨 ⬜⬜🟨⬜⬜
⬜🟨⬜⬜⬜ 🟩⬜⬜⬜⬜
⬜⬜⬜⬜🟨 ⬜🟩⬜⬜⬜
⬜⬜⬜⬜⬜ ⬜⬜⬜⬜⬜
⬜⬜⬜⬜⬜ ⬜⬜⬜⬜⬜
🟩🟩🟩🟩🟩 ⬜⬜⬜⬜⬜
⬛⬛⬛⬛⬛ 🟩🟩⬜⬜🟨
⬛⬛⬛⬛⬛ 🟩🟩🟩🟩🟩",1244,
515902,"#Quranle 16 1/5 1/4 

🟩🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1244,
515903,"nerdlegame 61 5/6

🟩⬛⬛🟩🟪⬛⬛🟪
🟩⬛🟩🟪🟪🟪🟪⬛
🟩🟩🟩⬛⬛🟩⬛🟪
🟩🟩🟩⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩🟩🟩🟩",1244,
515904,"#waffle59 3/5

🟩🟩🟩🟩🟩
🟩⭐🟩⬜🟩
🟩🟩⭐🟩🟩
🟩⬜🟩⭐🟩
🟩🟩🟩🟩🟩

🔥 streak: 1
wafflegame.net",1244,
515905,"Mariam u need help",1091,
515906,Probably,1244,
515907,"Mariam you havent texted us in a week and you pop with all of this I love it ",892,
515908,"Mariam u Lowkey killed the Quordle ",0,
515909,"I got 3/4 because I put saros ",0,
515912,"Emphasized “Mariam u Lowkey killed the Quordle ”",1091,
515914,"yeah that quordle was mad hard, mariam a genius?
8️⃣5️⃣
7️⃣6️⃣",1091,
515934,"Daily Quordle #56
8️⃣5️⃣
9️⃣6️⃣
",892,
515998,"Laughed at “Mariam u need help”",1047,
516050,"Right when I leave my apt to go to campus Musab you text that it’s a storm warning in an hour ",892,
516051,"It wasn’t meant for me to study today",892,
516052,"I’m abt to go out rn 👍🏽",1091,
516053,"Just wanted to gatekeep this beautiful weather",1091,
516054,"lockdown in pcl 👀👀",892,
516055,"oza you can do your 24 hours living in pcl thing ",892,
516060,"Omar Dadabhoy the funniest dude ",1091,
516061,"Laughed at “Just wanted to gatekeep this beautiful weather”",892,
516062,"Emphasized “oza you can do your 24 hours living in pcl thing ”",1304,
516063,"His response is the best thing I’ve seen today",1091,
516064,"Guess you havent seen much ",892,
516065,"Laughed at “It wasn’t meant for me to study today”",1243,
516066,"Laughed at “Just wanted to gatekeep this beautiful weather”",1243,
516067,"every 100 dollars to nueces mosque, musab and I will live in the pcl for 1 ",1304,
516068,"Day ",1304,
516069,"Let’s start at nueces today? Live at BSS?",1091,
516070,"donating for iftar sponsorship rn",892,
516071,"$400 slot",892,
516072,"4 days at the BSS ",1304,
516073,"That doesent even sound bad ",1304,
516074,"I have been up since since 6:30 🤙🏽 (minus a one hour nap) I seen  quite a bit",1091,
516075,"Liked “That doesent even sound bad ”",1091,
516076,"Except there’s no eating on the property 🤔",892,
516077,"Bruh why they spending 3200 a day, that’s almost a 100k just on food for iftaar/suhoor",1091,
516078,"Unless you don’t follow the rules oza ",892,
516079,"brb calling sakib rn ",892,
516080,"btw it is Sakib’s birthday so go wish him",892,
516081,"stay tuned 😈 u didn’t hear it from me though 🙏🏽",1304,
516082,"Somebody call him, we can use that money to renovate upstairs easy",1091,
516083,"abt eating on the property ",1304,
516084,"Loved “stay tuned 😈 u didn’t hear it from me though 🙏🏽”",1091,
516085,"We gotta find food for 375 ppl ",1304,
516086,"for every night ",1304,
516087,"It’s DI on steroids ",892,
516088,"apparently pre Covid they had 450 come for iftaar ",1304,
516089,"Bruh they used to just give dates and water at iftaar here",1091,
516090,"Mariam start calling arpeggios tn",892,
516091,"Emphasized “Mariam start calling arpeggios tn”",1304,
516092,"Emphasized “apparently pre Covid they had 450 come for iftaar ”",1091,
516093,"Dude it was amazing",892,
516094,"Tables all set up",892,
516095,"Everyone eating together ",892,
516096,"A whole VIBE",892,
516097,"😈😈😈😈😈",1304,
516099,"Emphasized “Dude it was amazing”",1091,
516104,"you didn’t hear it from me but u will probably enjoy this Ramadan ",1304,
516105,"can we have it back pls 😭😭",892,
516108,"Loved “you didn’t hear it from me but u will probably enjoy this Ramadan ”",1091,
516109,OMGOGMGOTKGOMTNGNT,892,
516110,"Loved “you didn’t hear it from me but u will probably enjoy this Ramadan ”",892,
516111,"Inside info 😎",1091,
516112,"DONT BE LYING O.vas ",892,
516113,Oza,892,
516114,"you didn’t hear it from me tho !",1304,
516115,"We heard it from grapevine 👍🏽",1091,
516116,"I got 2 weeks on Ramadan like that at nueves and then never again ",892,
516119,"Lyith told me they are opening food on property pretty soon ",0,
516120,"For Ramadan ",0,
516122,"Emphasized “Lyith told me they are opening food on property pretty soon ”",1304,
516123,"Loved “Lyith told me they are opening food on property pretty soon ”",1091,
516124,"Loved “Lyith told me they are opening food on property pretty soon ”",892,
516125,"guys I will actually start crying",892,
516126,"that is",892,
516127,"amazing ",892,
516128,"SubhanAllah ",892,
516129,"Is there actually a tornado ",0,
516130,"Or is musab causing an issue ",0,
516131,"Nah Omar Dadabhoy taking care of it",1091,
516132,"No tornado anymore",1091,
516133,"Y’all are making me rly excited for Ramadan at Nueces",1243,
516134,"Send vid ",0,
516135,"Go pray 2 rakat shukrana rn for nueces opening up",892,
516137,"YES SAARAH",892,
516138,"ITS THR BEST THING",892,
516139,"Emphasized “Nah Omar Dadabhoy taking care of it”",0,
516140,"AND TARAWEEH ",892,
516141,"Ramadan at nueves is a lot of fun ",0,
516142,"I did Covid Ramadan and it is prob my favorite memory ",0,
516143,"With rawand niha sakib and Aaqil ",0,
516144,"🥲🥲good times ",0,
516145,"What time does taraweeh at Nueces usually go until?",1243,
516146,"20 rakats like 11:30",0,
516147,"Laughed at “Mariam start calling arpeggios tn”",1245,
516148,"We got hella ppl leading this time so it’s gonna be longer I think",1091,
516149,"8 rakats finishes at around 10:15?",0,
516150,"Loved “We got hella ppl leading this time so it’s gonna be longer I think”",892,
516151,"But yeah they got like 6 people ",0,
516152,"Nah nah 8 finishes like 10:45 from what I remember",892,
516153,"Ohhh that’s not bad at all. I got lecture from father not to stay out late ",1243,
516154,"Liked “Nah nah 8 finishes like 10:45 from what I remember”",0,
516155,"But 11 isn’t bad at all",1243,
